,aggression,toxicity
122,1.0,0.8
123,1.0,0.8
124,1.0,0.8
125,0.1111111111111111,0.6
126,1.0,1.0
127,1.0,0.6
128,0.5294117647058824,0.2
129,1.0,0.8
130,0.1111111111111111,1.0
131,1.0,0.4
132,1.0,0.6
133,1.0,0.8
134,1.0,1.0
135,1.0,1.0
136,1.0,1.0
137,1.0,1.0
138,0.7777777777777778,1.0
139,0.4,0.8
140,1.0,1.0
141,1.0,1.0
142,0.5,0.8
143,1.0,0.8
144,0.5555555555555556,1.0
145,1.0,0.8
146,1.0,1.0
147,1.0,1.0
148,1.0,1.0
149,1.0,1.0
150,0.7894736842105263,0.8
151,0.7777777777777778,1.0
152,0.8947368421052632,1.0
153,1.0,1.0
154,1.0,1.0
155,0.8,1.0
156,1.0,1.0
157,1.0,1.0
158,1.0,1.0
159,1.0,1.0
160,1.0,0.6
161,0.8,0.6
162,0.6842105263157895,1.0
163,0.8,1.0
164,1.0,1.0
165,1.0,1.0
166,1.0,1.0
167,1.0,1.0
168,1.0,1.0
169,0.8,1.0
170,1.0,0.8
171,0.75,1.0
172,1.0,1.0
173,1.0,1.0
174,0.6,1.0
175,1.0,0.6
176,1.0,1.0
177,1.0,1.0
178,0.8,1.0
179,1.0,1.0
180,0.7777777777777778,1.0
181,1.0,1.0
182,1.0,1.0
183,1.0,1.0
184,1.0,1.0
185,1.0,1.0
186,1.0,1.0
187,0.8947368421052632,1.0
188,0.8947368421052632,1.0
189,1.0,1.0
190,1.0,0.4
191,1.0,1.0
192,1.0,0.8
193,1.0,1.0
194,0.7777777777777778,0.8
195,1.0,0.6
196,1.0,0.8
197,1.0,0.8
198,1.0,1.0
199,1.0,0.8
200,1.0,1.0
201,1.0,1.0
202,1.0,0.8
203,1.0,0.8
204,0.6,1.0
205,1.0,1.0
206,1.0,1.0
207,1.0,0.8
208,0.7,1.0
209,1.0,0.6
210,1.0,1.0
211,1.0,0.2
212,1.0,0.8
213,0.8,1.0
214,1.0,1.0
215,0.8,0.8
216,0.8888888888888888,0.2
217,1.0,0.4
218,1.0,1.0
219,1.0,1.0
220,1.0,0.8
221,0.9,0.6
222,1.0,1.0
223,0.7777777777777778,1.0
224,1.0,0.8
225,0.9,1.0
226,1.0,1.0
227,1.0,0.8
228,1.0,1.0
229,1.0,0.8
230,1.0,0.8
231,1.0,1.0
232,0.7777777777777778,1.0
233,1.0,1.0
234,0.6,1.0
235,1.0,1.0
236,0.4,1.0
237,0.4,1.0
238,0.6666666666666666,1.0
239,1.0,1.0
240,1.0,0.8
241,1.0,1.0
242,1.0,1.0
243,0.5,1.0
244,1.0,1.0
245,1.0,0.75
246,1.0,1.0
247,0.8,1.0
248,0.8,0.8
249,1.0,1.0
250,1.0,1.0
251,1.0,0.8461538461538461
252,0.6,1.0
253,1.0,1.0
254,1.0,1.0
255,1.0,1.0
256,0.8,0.8
257,1.0,1.0
258,1.0,1.0
259,1.0,1.0
260,1.0,1.0
261,1.0,1.0
262,1.0,1.0
263,1.0,1.0
264,0.7777777777777778,0.6
265,0.25,0.8
266,1.0,0.6
267,1.0,0.8
268,0.875,1.0
269,0.8,1.0
270,1.0,0.4
271,0.8888888888888888,0.8
272,1.0,0.8
273,1.0,1.0
274,0.7777777777777778,0.8
275,0.8,1.0
276,1.0,1.0
277,1.0,1.0
278,0.7777777777777778,0.8
279,0.7777777777777778,1.0
280,1.0,1.0
281,0.6,1.0
282,1.0,0.8
283,1.0,0.2
284,0.6842105263157895,1.0
285,0.7777777777777778,1.0
286,0.8,1.0
287,0.7777777777777778,1.0
288,1.0,1.0
289,0.9,0.8
290,1.0,1.0
291,1.0,1.0
292,0.4,1.0
293,1.0,0.4
294,0.1111111111111111,1.0
295,1.0,1.0
296,0.9,1.0
297,1.0,0.6
298,0.6,1.0
299,1.0,0.8
300,1.0,1.0
301,1.0,0.6
302,1.0,1.0
303,0.7777777777777778,1.0
304,1.0,1.0
305,1.0,1.0
306,1.0,1.0
307,1.0,1.0
308,0.8947368421052632,0.8
309,1.0,1.0
310,1.0,1.0
311,1.0,1.0
312,0.6,1.0
313,0.6666666666666666,1.0
314,0.7894736842105263,1.0
315,1.0,1.0
316,1.0,1.0
317,1.0,0.2
318,1.0,1.0
319,1.0,1.0
320,1.0,1.0
321,0.6,1.0
322,1.0,0.6
323,1.0,1.0
324,0.8,1.0
325,0.8,1.0
326,0.2,0.6
327,1.0,0.45454545454545453
328,0.5555555555555556,0.6
329,1.0,1.0
330,1.0,1.0
331,1.0,1.0
332,1.0,1.0
333,1.0,1.0
334,1.0,0.6
335,1.0,1.0
336,1.0,0.6
337,0.8,1.0
338,1.0,1.0
339,1.0,1.0
340,1.0,1.0
341,1.0,1.0
342,0.7777777777777778,0.8
343,0.75,1.0
344,1.0,1.0
345,1.0,0.8
346,1.0,1.0
347,1.0,0.8
348,1.0,1.0
349,1.0,1.0
350,0.7777777777777778,1.0
351,0.8,1.0
352,1.0,0.4
353,1.0,1.0
354,1.0,1.0
355,1.0,1.0
356,0.8,1.0
357,1.0,0.8
358,1.0,1.0
359,1.0,1.0
360,1.0,1.0
361,1.0,1.0
362,0.6,1.0
363,1.0,0.8
364,1.0,0.8
365,1.0,1.0
366,0.5555555555555556,1.0
367,1.0,1.0
368,0.29411764705882354,1.0
369,0.5555555555555556,1.0
370,1.0,1.0
371,1.0,1.0
372,1.0,1.0
373,1.0,0.8
374,1.0,0.6
375,1.0,0.8
376,1.0,1.0
377,0.8947368421052632,1.0
378,0.7894736842105263,1.0
379,1.0,1.0
380,0.7777777777777778,1.0
381,0.5789473684210527,1.0
382,1.0,0.8
383,1.0,1.0
384,0.7777777777777778,1.0
385,0.75,0.6
386,1.0,1.0
387,1.0,1.0
388,1.0,1.0
389,0.8,1.0
390,1.0,1.0
391,1.0,1.0
392,1.0,1.0
393,1.0,1.0
394,0.8,0.6
395,0.7777777777777778,0.8
396,1.0,1.0
397,1.0,1.0
398,1.0,1.0
399,1.0,1.0
400,1.0,1.0
401,0.8,1.0
402,0.8,0.8
403,1.0,0.8
404,1.0,0.8
405,1.0,1.0
406,0.5,1.0
407,1.0,1.0
408,1.0,1.0
409,0.8888888888888888,0.8
410,1.0,1.0
411,1.0,0.8
412,1.0,0.6
413,1.0,1.0
414,0.8947368421052632,1.0
415,1.0,1.0
416,1.0,1.0
417,0.8,1.0
418,0.47368421052631576,1.0
419,0.8947368421052632,0.8
420,1.0,1.0
421,0.5555555555555556,1.0
422,1.0,1.0
423,1.0,1.0
424,0.8823529411764706,0.4
425,1.0,1.0
426,1.0,1.0
427,1.0,1.0
428,1.0,1.0
429,0.5789473684210527,1.0
430,1.0,0.4
431,1.0,1.0
432,1.0,1.0
433,1.0,0.8
434,0.5,1.0
435,1.0,0.8
436,1.0,0.8
437,1.0,1.0
438,1.0,1.0
439,0.6666666666666666,1.0
440,1.0,0.8
441,1.0,1.0
442,0.3333333333333333,0.8
443,1.0,1.0
444,0.6,0.6
445,0.6842105263157895,0.6
446,1.0,1.0
447,0.8,1.0
448,0.8947368421052632,1.0
449,1.0,0.6
450,1.0,1.0
451,0.7777777777777778,1.0
452,1.0,1.0
453,1.0,0.8
454,1.0,1.0
455,1.0,1.0
456,0.7777777777777778,1.0
457,1.0,1.0
458,1.0,1.0
459,1.0,1.0
460,1.0,1.0
461,1.0,0.6
462,1.0,1.0
463,0.3333333333333333,1.0
464,1.0,1.0
465,1.0,1.0
466,1.0,1.0
467,1.0,1.0
468,1.0,1.0
469,1.0,1.0
470,1.0,1.0
471,1.0,1.0
472,1.0,1.0
473,0.6,1.0
474,1.0,1.0
475,1.0,1.0
476,1.0,1.0
477,1.0,1.0
478,1.0,1.0
479,0.8,1.0
480,0.8,1.0
481,1.0,0.8
482,1.0,1.0
483,1.0,0.2
484,1.0,0.6
485,1.0,1.0
486,0.8888888888888888,1.0
487,0.1111111111111111,1.0
488,1.0,1.0
489,0.8947368421052632,0.8
490,1.0,0.4
491,1.0,0.8
492,1.0,0.6
493,0.4,1.0
494,0.7647058823529411,1.0
495,0.4,1.0
496,1.0,1.0
497,1.0,1.0
498,1.0,1.0
499,1.0,1.0
500,1.0,1.0
501,1.0,0.8
502,1.0,1.0
503,1.0,0.8
504,1.0,0.8
505,1.0,0.8
506,1.0,0.2
507,0.8,1.0
508,1.0,1.0
509,0.8888888888888888,1.0
510,1.0,1.0
511,1.0,1.0
512,1.0,1.0
513,1.0,1.0
514,0.8947368421052632,1.0
515,0.6,0.8
516,1.0,1.0
517,1.0,0.2
518,0.8,1.0
519,0.75,1.0
520,0.7894736842105263,1.0
521,1.0,1.0
522,0.8947368421052632,1.0
523,0.8,0.8
524,1.0,1.0
525,1.0,1.0
526,0.8947368421052632,0.2
527,1.0,1.0
528,0.8,1.0
529,0.9,1.0
530,1.0,1.0
531,1.0,0.4
532,1.0,1.0
533,0.8947368421052632,1.0
534,0.7777777777777778,0.6
535,1.0,1.0
536,1.0,1.0
537,0.5,1.0
538,1.0,1.0
539,1.0,1.0
540,1.0,0.4
541,1.0,1.0
542,1.0,0.8
543,1.0,1.0
544,0.5555555555555556,1.0
545,0.5,0.8
546,0.8,1.0
547,1.0,0.0
548,1.0,0.4
549,1.0,1.0
550,1.0,1.0
551,1.0,1.0
552,1.0,1.0
553,1.0,0.8
554,1.0,0.09090909090909091
555,1.0,1.0
556,1.0,1.0
557,0.7,1.0
558,0.7,0.6
559,1.0,1.0
560,1.0,1.0
561,1.0,1.0
562,1.0,0.8
563,1.0,1.0
564,1.0,0.6
565,1.0,0.8
566,1.0,0.6
567,1.0,1.0
568,1.0,0.8
569,1.0,1.0
570,1.0,1.0
571,1.0,1.0
572,1.0,0.8
573,1.0,0.6
574,1.0,1.0
575,0.5555555555555556,0.8
576,0.7777777777777778,1.0
577,1.0,1.0
578,0.6,1.0
579,1.0,1.0
580,0.8888888888888888,1.0
581,1.0,1.0
582,0.6,1.0
583,1.0,1.0
584,1.0,1.0
585,0.9,1.0
586,1.0,1.0
587,1.0,1.0
588,1.0,0.2
589,0.6,1.0
590,0.6,1.0
591,1.0,0.8
592,1.0,1.0
593,1.0,1.0
594,1.0,1.0
595,0.8,1.0
596,1.0,1.0
597,1.0,1.0
598,1.0,1.0
599,1.0,1.0
600,0.7777777777777778,1.0
601,1.0,1.0
602,1.0,0.6
603,0.8823529411764706,0.8
604,1.0,0.6
605,1.0,1.0
606,1.0,1.0
607,0.5555555555555556,1.0
608,0.4,0.8
609,1.0,1.0
610,0.7777777777777778,1.0
611,1.0,1.0
612,0.8947368421052632,1.0
613,1.0,0.8
614,0.7777777777777778,1.0
615,1.0,1.0
616,0.4,0.8
617,1.0,0.4
618,0.17647058823529413,1.0
619,0.6,1.0
620,0.1111111111111111,0.8
621,1.0,1.0
622,0.5555555555555556,1.0
623,0.7777777777777778,0.8
624,1.0,0.4
625,0.4,1.0
626,1.0,1.0
627,1.0,0.8
628,0.3333333333333333,1.0
629,0.8,1.0
630,0.6,1.0
631,0.4,1.0
632,1.0,1.0
633,0.5,1.0
634,0.0,1.0
635,0.1111111111111111,0.6
636,0.4,1.0
637,1.0,0.8
638,0.7777777777777778,1.0
639,1.0,1.0
640,1.0,1.0
641,1.0,1.0
642,1.0,0.0
643,0.6,1.0
644,1.0,0.6
645,1.0,0.8
646,1.0,1.0
647,1.0,0.8
648,1.0,1.0
649,1.0,1.0
650,1.0,1.0
651,1.0,0.2
652,1.0,1.0
653,0.6,1.0
654,1.0,1.0
655,1.0,0.4
656,1.0,0.8
657,0.1111111111111111,1.0
658,0.3333333333333333,0.8
659,1.0,1.0
660,1.0,1.0
661,1.0,1.0
662,0.9,1.0
663,0.7777777777777778,1.0
664,0.5555555555555556,1.0
665,0.75,0.5555555555555556
666,1.0,1.0
667,0.7777777777777778,1.0
668,1.0,1.0
669,1.0,1.0
670,1.0,1.0
671,1.0,0.8
672,1.0,1.0
673,0.2,1.0
674,1.0,0.8
675,1.0,1.0
676,0.8,1.0
677,0.8,1.0
678,1.0,0.2
679,0.8,1.0
680,0.5555555555555556,0.8
681,0.4,1.0
682,0.7777777777777778,0.6
683,0.3333333333333333,1.0
684,0.0,1.0
685,0.6,0.6
686,1.0,1.0
687,0.6,0.8
688,0.5555555555555556,0.4
689,1.0,1.0
690,1.0,0.8
691,0.2,0.8
692,0.7777777777777778,1.0
693,0.5,1.0
694,1.0,1.0
695,1.0,1.0
696,0.8,1.0
697,1.0,0.8
698,1.0,0.8
699,0.8888888888888888,1.0
700,0.8,1.0
701,1.0,0.8
702,0.2,0.8
703,1.0,1.0
704,0.8,1.0
705,0.2,1.0
706,0.6,1.0
707,1.0,1.0
708,0.7837837837837838,1.0
709,1.0,1.0
710,0.6,1.0
711,1.0,0.8
712,1.0,1.0
713,1.0,1.0
714,0.8,1.0
715,1.0,1.0
716,0.625,1.0
717,0.2,1.0
718,0.3333333333333333,1.0
719,0.13333333333333333,0.6
720,0.2,1.0
721,1.0,1.0
722,1.0,1.0
723,0.2,1.0
724,1.0,1.0
725,0.8,1.0
726,0.8,1.0
727,1.0,1.0
728,1.0,1.0
729,0.5555555555555556,1.0
730,0.4482758620689655,1.0
731,1.0,1.0
732,1.0,1.0
733,0.4,1.0
734,0.7777777777777778,0.8
735,0.5555555555555556,1.0
736,1.0,1.0
737,1.0,1.0
738,0.8888888888888888,1.0
739,1.0,0.6
740,0.8,1.0
741,1.0,0.8
742,0.8,1.0
743,0.8947368421052632,1.0
744,1.0,1.0
745,1.0,1.0
746,1.0,1.0
747,0.9,1.0
748,1.0,1.0
749,1.0,1.0
750,0.3333333333333333,0.8
751,1.0,1.0
752,0.5789473684210527,0.8
753,1.0,1.0
754,0.8,0.2
755,1.0,1.0
756,1.0,1.0
757,1.0,0.8
758,0.8,1.0
759,0.6,0.8
760,1.0,1.0
761,0.8,1.0
762,0.2,1.0
763,1.0,1.0
764,0.5555555555555556,1.0
765,1.0,1.0
766,1.0,0.8
767,0.8,0.8
768,0.5555555555555556,1.0
769,0.47368421052631576,1.0
770,0.4,1.0
771,0.0,1.0
772,0.8888888888888888,0.8
773,1.0,1.0
774,1.0,1.0
775,0.8,0.8
776,1.0,0.8
777,1.0,1.0
778,0.6,1.0
779,0.8888888888888888,1.0
780,0.1111111111111111,0.8
781,1.0,1.0
782,1.0,1.0
783,0.7777777777777778,0.8
784,1.0,1.0
785,0.8,1.0
786,0.3333333333333333,1.0
787,1.0,1.0
788,0.6,1.0
789,0.5555555555555556,1.0
790,1.0,1.0
791,0.8,1.0
792,0.75,0.8
793,1.0,1.0
794,0.9,0.8
795,0.0,1.0
796,0.0,0.8
797,1.0,1.0
798,0.75,0.6
799,1.0,1.0
800,1.0,1.0
801,1.0,1.0
802,0.8,1.0
803,1.0,0.6
804,0.8,1.0
805,1.0,0.6
806,0.9,1.0
807,0.6,0.4
808,0.2,1.0
809,0.8,1.0
810,0.4,1.0
811,0.6,1.0
812,0.8,0.8
813,0.6,1.0
814,1.0,0.8
815,1.0,1.0
816,0.2,1.0
817,0.25,1.0
818,1.0,1.0
819,0.1111111111111111,1.0
820,1.0,1.0
821,1.0,0.8
822,0.8,1.0
823,1.0,1.0
824,1.0,0.8
825,1.0,0.8
826,1.0,1.0
827,1.0,1.0
828,1.0,1.0
829,0.1111111111111111,0.4
830,1.0,1.0
831,0.8,1.0
832,1.0,1.0
833,0.7777777777777778,0.6
834,0.8,1.0
835,0.8,1.0
836,0.4,0.8
837,0.5555555555555556,1.0
838,1.0,0.8
839,1.0,1.0
840,0.6,1.0
841,0.7894736842105263,1.0
842,0.25,1.0
843,0.8,0.8
844,1.0,1.0
845,0.7777777777777778,1.0
846,0.7,0.8
847,0.5555555555555556,0.8
848,1.0,0.8
849,0.8,1.0
850,0.4117647058823529,1.0
851,0.7777777777777778,1.0
852,0.8,1.0
853,0.4,1.0
854,0.5,1.0
855,0.9,1.0
856,1.0,1.0
857,1.0,1.0
858,1.0,1.0
859,0.8,1.0
860,1.0,1.0
861,0.8,1.0
862,1.0,1.0
863,1.0,1.0
864,1.0,1.0
865,1.0,1.0
866,1.0,0.6
867,1.0,1.0
868,1.0,1.0
869,1.0,0.8
870,1.0,1.0
871,1.0,1.0
872,1.0,1.0
873,0.8,0.8
874,0.5555555555555556,0.6
875,0.8,1.0
876,0.7777777777777778,0.6
877,1.0,0.8
878,1.0,0.4
879,1.0,0.8
880,1.0,1.0
881,0.8947368421052632,0.8
882,0.8,1.0
883,0.3333333333333333,1.0
884,0.0,1.0
885,0.0,1.0
886,0.5555555555555556,1.0
887,1.0,1.0
888,1.0,1.0
889,1.0,1.0
890,1.0,0.8
891,0.8,0.8
892,1.0,0.8
893,0.4,1.0
894,0.4,1.0
895,0.3333333333333333,1.0
896,1.0,0.8
897,0.2222222222222222,0.8
898,1.0,1.0
899,1.0,1.0
900,1.0,1.0
901,0.6,1.0
902,1.0,0.8
903,1.0,1.0
904,1.0,1.0
905,0.2,1.0
906,1.0,1.0
907,0.4,1.0
908,0.7777777777777778,1.0
909,0.2,1.0
910,1.0,1.0
911,0.5555555555555556,1.0
912,0.0,1.0
913,1.0,1.0
914,1.0,0.8
915,0.4,0.2
916,0.8,1.0
917,0.5,1.0
918,1.0,0.8
919,0.1111111111111111,1.0
920,1.0,0.8
921,0.7777777777777778,0.8
922,1.0,1.0
923,1.0,1.0
924,0.3333333333333333,0.4
925,1.0,1.0
926,0.2,0.8
927,1.0,1.0
928,1.0,1.0
929,0.8888888888888888,0.8
930,1.0,1.0
931,1.0,1.0
932,0.8,1.0
933,1.0,1.0
934,1.0,0.8
935,0.6,0.0
936,1.0,1.0
937,1.0,1.0
938,1.0,0.8
939,0.6,0.0
940,1.0,1.0
941,0.48148148148148145,1.0
942,0.6,1.0
943,0.7777777777777778,1.0
944,1.0,1.0
945,1.0,0.8
946,1.0,1.0
947,1.0,1.0
948,1.0,1.0
949,0.6,1.0
950,0.6,1.0
951,1.0,0.8
952,0.8,1.0
953,1.0,1.0
954,0.6842105263157895,1.0
955,0.4,1.0
956,0.6,1.0
957,1.0,1.0
958,0.2857142857142857,1.0
959,0.8947368421052632,0.8
960,1.0,0.8
961,1.0,1.0
962,0.8888888888888888,0.8
963,1.0,1.0
964,1.0,1.0
965,0.2,0.6363636363636364
966,0.4,1.0
967,0.5294117647058824,1.0
968,1.0,1.0
969,1.0,1.0
970,0.4,0.8
971,0.4,1.0
972,1.0,0.8
973,0.9,1.0
974,1.0,1.0
975,1.0,1.0
976,0.2,0.8
977,1.0,1.0
978,1.0,1.0
979,1.0,0.8
980,1.0,0.6
981,0.8,0.8
982,0.8,1.0
983,1.0,1.0
984,0.3,0.8
985,0.8,1.0
986,1.0,0.8
987,1.0,0.8
988,1.0,0.8
989,1.0,0.6
990,0.8823529411764706,1.0
991,1.0,1.0
992,0.75,1.0
993,1.0,0.4
994,1.0,1.0
995,0.4,0.6
996,1.0,1.0
997,1.0,1.0
998,1.0,0.2
999,1.0,1.0
1000,0.6,1.0
1001,0.8,1.0
1002,0.7777777777777778,1.0
1003,0.8,0.8
1004,0.1111111111111111,1.0
1005,1.0,1.0
1006,1.0,0.6
1007,1.0,1.0
1008,0.8947368421052632,1.0
1009,1.0,1.0
1010,1.0,1.0
1011,0.5555555555555556,0.8
1012,1.0,1.0
1013,1.0,1.0
1014,1.0,0.4
1015,0.8,0.8
1016,0.0,0.4
1017,0.2,0.4
1018,0.8,1.0
1019,0.1111111111111111,0.2
1020,0.5555555555555556,1.0
1021,1.0,0.8
1022,0.6,1.0
1023,0.75,1.0
1024,0.6,1.0
1025,1.0,0.8
1026,1.0,1.0
1027,1.0,1.0
1028,0.7777777777777778,1.0
1029,0.5555555555555556,1.0
1030,0.7037037037037037,1.0
1031,1.0,1.0
1032,0.6,0.8181818181818182
1033,0.2,1.0
1034,1.0,1.0
1035,0.1111111111111111,0.8
1036,0.4,0.6
1037,1.0,1.0
1038,1.0,0.8
1039,1.0,1.0
1040,1.0,1.0
1041,1.0,0.6
1042,1.0,0.8
1043,0.9285714285714286,1.0
1044,0.4,0.8
1045,0.8,1.0
1046,1.0,1.0
1047,1.0,0.8
1048,1.0,1.0
1049,0.8,1.0
1050,1.0,0.6
1051,1.0,1.0
1052,0.8947368421052632,1.0
1053,1.0,0.8
1054,1.0,1.0
1055,1.0,1.0
1056,1.0,1.0
1057,0.6,1.0
1058,1.0,1.0
1059,1.0,0.8
1060,0.7777777777777778,1.0
1061,1.0,1.0
1062,1.0,1.0
1063,0.6,1.0
1064,0.4,1.0
1065,0.4117647058823529,1.0
1066,1.0,1.0
1067,1.0,1.0
1068,0.47368421052631576,0.8
1069,0.8888888888888888,1.0
1070,1.0,1.0
1071,1.0,1.0
1072,0.8,1.0
1073,0.75,1.0
1074,0.1111111111111111,1.0
1075,1.0,1.0
1076,0.2,1.0
1077,0.8,1.0
1078,0.5555555555555556,0.8
1079,0.2,1.0
1080,0.6666666666666666,0.8
1081,1.0,1.0
1082,1.0,1.0
1083,1.0,1.0
1084,1.0,0.2
1085,1.0,1.0
1086,0.6,1.0
1087,0.2,1.0
1088,0.1111111111111111,1.0
1089,1.0,1.0
1090,1.0,0.45454545454545453
1091,1.0,0.8
1092,1.0,0.8
1093,1.0,0.6
1094,1.0,0.8
1095,1.0,1.0
1096,1.0,1.0
1097,0.8,0.4
1098,1.0,0.4
1099,0.6,1.0
1100,1.0,0.8
1101,0.5555555555555556,1.0
1102,1.0,1.0
1103,1.0,1.0
1104,1.0,1.0
1105,0.8,1.0
1106,1.0,1.0
1107,0.7777777777777778,1.0
1108,1.0,0.8
1109,0.6,1.0
1110,0.8620689655172413,1.0
1111,1.0,0.8
1112,0.0,1.0
1113,0.0,1.0
1114,0.2,1.0
1115,1.0,1.0
1116,1.0,0.8
1117,1.0,1.0
1118,0.8,1.0
1119,0.7777777777777778,1.0
1120,1.0,1.0
1121,1.0,1.0
1122,1.0,1.0
1123,0.4,0.8
1124,0.7777777777777778,0.8
1125,0.7,0.8
1126,0.6,1.0
1127,1.0,1.0
1128,1.0,0.8
1129,0.2,1.0
1130,1.0,1.0
1131,1.0,1.0
1132,1.0,1.0
1133,0.5555555555555556,1.0
1134,1.0,1.0
1135,0.8,1.0
1136,0.47368421052631576,0.4
1137,0.7777777777777778,1.0
1138,0.4,1.0
1139,1.0,0.6
1140,0.75,0.8
1141,0.4,1.0
1142,0.4,1.0
1143,1.0,1.0
1144,0.6,1.0
1145,0.7777777777777778,1.0
1146,1.0,1.0
1147,0.4,1.0
1148,1.0,0.8
1149,1.0,0.8
1150,0.9,1.0
1151,1.0,1.0
1152,1.0,0.8
1153,0.8,1.0
1154,1.0,0.8
1155,0.2,1.0
1156,1.0,1.0
1157,1.0,0.6
1158,0.2,1.0
1159,1.0,1.0
1160,0.8,1.0
1161,0.5555555555555556,1.0
1162,1.0,0.8
1163,0.75,1.0
1164,0.4444444444444444,1.0
1165,0.8,1.0
1166,0.5,1.0
1167,0.4,1.0
1168,0.5555555555555556,1.0
1169,1.0,0.6
1170,1.0,1.0
1171,1.0,1.0
1172,0.7692307692307693,0.6
1173,1.0,1.0
1174,0.2,1.0
1175,0.8,1.0
1176,0.5862068965517241,1.0
1177,1.0,0.4
1178,1.0,0.8
1179,1.0,1.0
1180,1.0,0.8
1181,1.0,0.6
1182,1.0,1.0
1183,0.8,1.0
1184,1.0,1.0
1185,0.625,1.0
1186,1.0,1.0
1187,1.0,0.6
1188,0.8888888888888888,1.0
1189,1.0,1.0
1190,0.6,0.8
1191,0.6,1.0
1192,1.0,0.0
1193,0.7777777777777778,0.6
1194,1.0,1.0
1195,1.0,1.0
1196,1.0,0.8
1197,1.0,1.0
1198,1.0,1.0
1199,0.8947368421052632,1.0
1200,1.0,1.0
1201,1.0,1.0
1202,1.0,1.0
1203,0.8620689655172413,1.0
1204,0.2,1.0
1205,1.0,1.0
1206,1.0,1.0
1207,0.9,1.0
1208,1.0,0.8
1209,1.0,1.0
1210,1.0,1.0
1211,0.6,0.0
1212,1.0,0.8
1213,0.8,0.2
1214,1.0,1.0
1215,0.7777777777777778,1.0
1216,1.0,0.8
1217,0.7777777777777778,1.0
1218,0.8,1.0
1219,1.0,0.6
1220,1.0,1.0
1221,1.0,0.8
1222,1.0,0.6
1223,0.9,0.0
1224,1.0,1.0
1225,1.0,0.4
1226,0.25,0.2
1227,1.0,0.4
1228,0.6,0.0
1229,0.1111111111111111,1.0
1230,1.0,1.0
1231,0.9,1.0
1232,1.0,1.0
1233,1.0,1.0
1234,0.1111111111111111,0.8
1235,0.75,1.0
1236,0.1111111111111111,1.0
1237,0.6,0.8
1238,0.2,1.0
1239,1.0,1.0
1240,1.0,1.0
1241,0.75,1.0
1242,0.5,1.0
1243,0.3333333333333333,0.45454545454545453
1244,0.5555555555555556,1.0
1245,0.1111111111111111,1.0
1246,0.9,0.8
1247,0.2,1.0
1248,1.0,0.8
1249,1.0,1.0
1250,0.0,1.0
1251,1.0,1.0
1252,1.0,1.0
1253,0.8,1.0
1254,0.7894736842105263,1.0
1255,1.0,1.0
1256,1.0,1.0
1257,1.0,1.0
1258,1.0,1.0
