,worker_id,gender,english_first_language,age_group,education,ratio
170,751,female,0,18-30,bachelors,0.1648590021691974
171,305,male,0,18-30,bachelors,0.10944206008583691
172,643,male,0,18-30,some,0.17256637168141592
173,44,male,0,30-45,professional,0.28824833702882485
174,1698,female,0,30-45,bachelors,0.1797752808988764
175,1748,male,1,30-45,masters,0.1308411214953271
176,1957,male,0,18-30,masters,0.08525345622119816
177,210,male,0,18-30,bachelors,0.10460251046025104
178,325,male,0,30-45,masters,0.1471861471861472
179,2475,male,0,18-30,bachelors,0.08924485125858124
180,742,male,0,18-30,masters,0.14666666666666667
181,3579,female,0,45-60,professional,0.189873417721519
182,3892,male,1,30-45,bachelors,0.14651162790697675
183,2936,female,1,45-60,hs,0.20930232558139536
184,2711,female,0,18-30,bachelors,0.07009345794392523
185,186,male,0,18-30,bachelors,0.2443064182194617
186,642,male,0,18-30,bachelors,0.11440677966101695
187,1338,male,0,18-30,bachelors,0.1360544217687075
188,645,male,0,18-30,hs,0.10986547085201794
189,632,male,0,18-30,bachelors,0.19777777777777777
190,639,female,0,18-30,masters,0.345707656612529
191,550,female,0,30-45,masters,0.11160714285714286
192,883,male,1,30-45,bachelors,0.14935064935064934
193,123,female,0,18-30,bachelors,0.2153846153846154
194,1430,female,1,18-30,bachelors,0.15566037735849056
195,1829,male,0,30-45,bachelors,0.08352668213457076
196,636,female,0,30-45,bachelors,0.18973214285714285
197,2156,female,0,30-45,masters,0.23607427055702918
198,628,male,0,18-30,professional,0.1318051575931232
199,994,male,1,30-45,masters,0.11231101511879049
200,328,female,0,30-45,bachelors,0.12681912681912683
201,1546,female,0,18-30,professional,0.1543778801843318
202,625,male,0,18-30,masters,0.04906542056074766
203,1798,male,0,18-30,hs,0.20843091334894615
204,425,male,0,45-60,hs,0.08685968819599109
205,323,female,0,30-45,bachelors,0.26485148514851486
206,2693,male,0,18-30,hs,0.13986013986013987
207,1588,male,0,30-45,professional,0.08644859813084112
208,2354,male,1,30-45,hs,0.06511627906976744
209,230,male,0,30-45,hs,0.12076271186440678
210,2450,male,0,18-30,hs,0.12240184757505773
211,302,male,0,45-60,hs,0.1483050847457627
212,2321,male,0,18-30,bachelors,0.12413793103448276
213,691,male,0,18-30,masters,0.12723214285714285
214,2688,female,0,18-30,bachelors,0.11494252873563218
215,134,male,0,18-30,bachelors,0.0898876404494382
216,1397,female,0,30-45,bachelors,0.1396011396011396
217,2476,male,0,18-30,bachelors,0.06666666666666667
218,662,male,0,18-30,bachelors,0.1116751269035533
219,646,female,0,30-45,bachelors,0.09955752212389381
220,4141,female,0,30-45,hs,0.0861244019138756
221,2901,male,0,30-45,masters,0.1744186046511628
222,934,male,0,30-45,professional,0.17920353982300885
223,2141,female,1,30-45,bachelors,0.20229885057471264
224,265,female,0,18-30,masters,0.16977225672877846
225,347,male,0,30-45,bachelors,0.19010416666666666
226,2391,female,0,30-45,bachelors,0.2037037037037037
227,276,male,0,30-45,hs,0.07531380753138076
228,1032,male,0,30-45,hs,0.0989010989010989
229,2432,female,0,18-30,some,0.13443396226415094
230,2162,male,0,18-30,hs,0.05263157894736842
231,1113,male,0,18-30,masters,0.12527964205816555
232,891,female,0,18-30,bachelors,0.12121212121212122
233,800,male,0,30-45,bachelors,0.09698275862068965
234,651,male,0,18-30,bachelors,0.11134903640256959
235,492,male,1,45-60,bachelors,0.16371681415929204
236,1179,female,0,30-45,some,0.14757709251101322
237,2014,male,0,18-30,bachelors,0.06976744186046512
238,3156,female,1,18-30,masters,0.0979020979020979
239,903,male,0,18-30,professional,0.1308411214953271
240,200,male,0,30-45,professional,0.052060737527114966
241,1995,male,0,30-45,masters,0.07603686635944701
242,926,male,0,18-30,bachelors,0.08459869848156182
243,515,male,1,18-30,hs,0.38392857142857145
244,101,male,0,18-30,masters,0.11324786324786325
245,494,male,0,30-45,bachelors,0.10559006211180125
246,466,male,0,18-30,hs,0.1069182389937107
247,3291,male,0,45-60,professional,0.3415730337078652
248,634,female,0,30-45,masters,0.17777777777777778
249,1073,male,1,30-45,hs,0.11333333333333333
250,121,male,0,18-30,bachelors,0.1595744680851064
251,1603,male,0,18-30,masters,0.10297482837528604
252,2124,female,0,30-45,masters,0.15178571428571427
253,3160,male,0,45-60,bachelors,0.0988235294117647
254,2268,male,0,30-45,masters,0.09048723897911833
255,626,male,0,18-30,hs,0.07565011820330969
256,1641,male,0,18-30,hs,0.15560640732265446
257,652,male,0,30-45,bachelors,0.15517241379310345
258,997,male,0,18-30,some,0.15212527964205816
259,3132,female,1,30-45,bachelors,0.19298245614035087
260,1513,female,0,18-30,bachelors,0.1320754716981132
261,719,male,1,30-45,hs,0.3333333333333333
262,2207,male,0,45-60,hs,0.18518518518518517
263,191,female,0,30-45,hs,0.23427331887201736
264,929,female,0,18-30,bachelors,0.09555555555555556
265,374,male,0,18-30,doctorate,0.07032967032967033
266,3285,male,1,30-45,bachelors,0.14186046511627906
267,2889,female,0,30-45,bachelors,0.16784869976359337
268,653,male,0,18-30,bachelors,0.22865013774104684
269,1998,male,0,30-45,hs,0.14351851851851852
270,1646,male,0,30-45,masters,0.07954545454545454
271,158,male,0,18-30,bachelors,0.11182795698924732
272,1814,male,0,30-45,bachelors,0.11294117647058824
273,43,male,0,18-30,bachelors,0.12065439672801637
274,545,male,0,18-30,masters,0.20711297071129708
275,2235,female,0,30-45,hs,0.15473441108545036
276,1528,male,0,18-30,professional,0.1163895486935867
277,1885,female,0,18-30,hs,0.11764705882352941
278,2178,male,1,18-30,bachelors,0.11396011396011396
279,3125,female,0,30-45,bachelors,0.20785219399538107
280,234,female,0,30-45,professional,0.14791666666666667
281,644,male,0,18-30,hs,0.12954545454545455
282,181,male,0,30-45,bachelors,0.20374220374220375
283,560,male,1,18-30,bachelors,0.14655172413793102
284,1487,female,0,30-45,bachelors,0.2777777777777778
285,3676,female,0,45-60,hs,0.15764705882352942
286,4076,female,1,30-45,masters,0.42857142857142855
287,839,male,0,18-30,bachelors,0.16163793103448276
288,4021,male,0,30-45,hs,0.10071942446043165
289,3440,male,1,18-30,bachelors,0.2033898305084746
290,4184,female,0,18-30,hs,0.22388059701492538
291,605,female,0,30-45,some,0.15777777777777777
292,1893,male,0,30-45,professional,0.05324074074074074
293,468,female,0,30-45,bachelors,0.20507399577167018
294,629,female,0,30-45,hs,0.10930232558139535
295,1451,male,0,30-45,bachelors,0.2330316742081448
296,1233,male,0,30-45,bachelors,0.1471264367816092
297,203,male,0,18-30,hs,0.09207708779443255
298,588,male,0,18-30,bachelors,0.12903225806451613
299,21,male,0,18-30,hs,0.1111111111111111
300,1411,female,0,45-60,professional,0.12272727272727273
301,3016,male,0,18-30,masters,0.06175771971496437
302,650,male,0,18-30,bachelors,0.19144144144144143
303,490,male,0,45-60,hs,0.11764705882352941
304,1493,male,0,30-45,bachelors,0.11290322580645161
305,1081,male,0,30-45,professional,0.16279069767441862
306,3283,female,0,30-45,hs,0.25
307,2392,male,1,30-45,professional,0.08564814814814815
308,1161,male,0,18-30,masters,0.22528735632183908
309,60,male,0,18-30,bachelors,0.17763157894736842
310,1283,female,0,30-45,professional,0.16247139588100687
311,190,female,0,18-30,bachelors,0.1006423982869379
312,1527,male,0,18-30,hs,0.04891304347826087
313,2606,male,0,30-45,hs,0.08409090909090909
314,2803,male,0,30-45,professional,0.20465116279069767
315,1985,female,0,30-45,bachelors,0.19815668202764977
316,718,female,0,30-45,hs,0.14221218961625282
317,1354,female,0,30-45,bachelors,0.3080459770114943
318,2279,male,0,Under 18,bachelors,0.02869757174392936
319,3034,male,0,18-30,bachelors,0.1182033096926714
320,2674,female,0,18-30,bachelors,0.12731481481481483
321,1160,female,0,30-45,hs,0.1479028697571744
322,2335,male,1,30-45,masters,0.26229508196721313
323,3848,male,1,30-45,bachelors,0.2711864406779661
324,1064,male,0,18-30,hs,0.12470588235294118
325,2463,male,0,18-30,bachelors,0.07887323943661972
326,156,male,0,30-45,bachelors,0.1271186440677966
327,1044,male,1,30-45,bachelors,0.4975845410628019
328,912,male,0,30-45,professional,0.10065645514223195
329,2516,female,1,18-30,masters,0.12177985948477751
330,301,male,0,18-30,bachelors,0.20302375809935205
331,3619,male,0,18-30,hs,0.16389548693586697
332,410,female,0,18-30,bachelors,0.11162790697674418
333,132,male,0,18-30,bachelors,0.05241090146750524
334,1971,male,0,18-30,professional,0.11441647597254005
335,1310,male,0,30-45,hs,0.06340057636887608
336,3555,female,1,45-60,bachelors,0.18243243243243243
337,2579,male,0,30-45,masters,0.18663594470046083
338,420,male,1,18-30,masters,0.10526315789473684
339,1600,female,0,30-45,professional,0.20594965675057209
340,2204,female,0,18-30,professional,0.08545034642032333
341,1039,male,0,45-60,bachelors,0.09655172413793103
342,1415,female,0,45-60,masters,0.16371681415929204
343,536,male,0,30-45,masters,0.2087912087912088
344,84,female,0,18-30,masters,0.10395010395010396
345,164,female,0,30-45,bachelors,0.09730848861283643
346,4201,female,0,18-30,bachelors,0.13636363636363635
347,2073,female,0,30-45,bachelors,0.11805555555555555
348,665,female,0,30-45,professional,0.18604651162790697
349,2097,male,0,30-45,masters,0.13752913752913754
350,3415,female,0,30-45,professional,0.09360730593607305
351,2031,male,0,18-30,hs,0.13802816901408452
352,575,male,0,18-30,hs,0.14601769911504425
353,2546,male,0,18-30,professional,0.08158508158508158
354,833,male,0,18-30,hs,0.10606060606060606
355,2383,female,0,45-60,bachelors,0.13032581453634084
356,292,male,0,45-60,bachelors,0.10947368421052632
357,1143,female,0,30-45,hs,0.07709750566893424
358,2208,male,0,18-30,hs,0.11794871794871795
359,1589,female,0,30-45,professional,0.0679886685552408
360,236,male,0,30-45,bachelors,0.15074309978768577
361,1598,female,0,45-60,bachelors,0.21577726218097448
362,2205,male,0,30-45,professional,0.07110091743119266
363,1615,male,1,18-30,professional,0.25
364,816,female,0,18-30,hs,0.3170731707317073
365,346,male,0,30-45,hs,0.13473684210526315
366,1790,male,0,30-45,hs,0.08604651162790698
367,45,female,1,18-30,bachelors,0.18723404255319148
368,608,male,0,18-30,masters,0.17316017316017315
369,2394,male,0,18-30,professional,0.1232876712328767
370,772,male,0,18-30,bachelors,0.1480637813211845
371,1055,male,0,18-30,professional,0.10909090909090909
372,873,male,1,30-45,professional,0.14410480349344978
373,3233,male,0,30-45,bachelors,0.1990521327014218
374,2399,male,0,18-30,bachelors,0.0936768149882904
375,272,female,0,30-45,hs,0.15486725663716813
376,2503,male,0,30-45,bachelors,0.11374407582938388
377,2485,male,1,30-45,bachelors,0.1282051282051282
378,1845,male,0,45-60,hs,0.47706422018348627
379,3100,female,1,18-30,bachelors,0.14186046511627906
380,2304,male,0,18-30,professional,0.09048723897911833
381,184,female,0,30-45,masters,0.18584070796460178
382,1497,female,0,18-30,masters,0.07294117647058823
383,563,male,0,30-45,bachelors,0.12608695652173912
384,531,female,0,18-30,hs,0.17802197802197803
385,2050,female,1,18-30,bachelors,0.2447058823529412
386,1973,male,0,18-30,hs,0.14678899082568808
387,2381,male,1,45-60,masters,0.20512820512820512
388,761,male,0,30-45,bachelors,0.1484375
389,2130,male,0,45-60,doctorate,0.14719626168224298
390,2389,female,0,18-30,bachelors,0.12566844919786097
391,598,female,0,18-30,masters,0.16985138004246284
392,429,male,0,30-45,hs,0.10187110187110188
393,2950,female,1,18-30,bachelors,0.06572769953051644
394,320,male,0,18-30,professional,0.11373390557939914
395,4010,male,0,,masters,0.1937984496124031
396,2059,male,0,18-30,bachelors,0.11971830985915492
397,1931,female,1,45-60,hs,0.14318706697459585
398,3535,female,0,18-30,bachelors,0.13176470588235295
399,1404,male,0,18-30,masters,0.20670391061452514
400,1925,male,0,18-30,hs,0.17620137299771166
401,3859,male,0,18-30,hs,0.15023474178403756
402,2183,male,0,30-45,hs,0.14634146341463414
403,1544,male,0,18-30,bachelors,0.05489260143198091
404,2068,male,0,18-30,hs,0.09111617312072894
405,939,female,0,18-30,professional,0.14988290398126464
406,1946,female,1,30-45,hs,0.11351351351351352
407,3508,male,0,30-45,masters,0.13580246913580246
408,1554,male,0,30-45,bachelors,0.25396825396825395
409,895,female,0,30-45,professional,0.11448598130841121
410,983,male,0,18-30,professional,0.11389521640091116
411,433,female,0,30-45,bachelors,0.15384615384615385
412,749,male,0,18-30,bachelors,0.10683760683760683
413,3138,male,0,30-45,masters,0.1345707656612529
414,3098,female,0,18-30,hs,0.12949640287769784
415,689,male,0,45-60,professional,0.2222222222222222
416,2855,male,0,30-45,bachelors,0.09862385321100918
417,859,female,0,18-30,hs,0.12837837837837837
418,294,female,0,30-45,bachelors,0.22717149220489977
419,925,male,0,Under 18,hs,0.07613168724279835
420,3333,female,1,18-30,bachelors,0.06279069767441861
421,2336,male,1,18-30,hs,0.1066350710900474
422,1041,male,0,18-30,bachelors,0.2558139534883721
423,3215,male,0,30-45,bachelors,0.11162790697674418
424,1884,male,0,45-60,masters,0.1444954128440367
425,1827,male,0,Over 60,bachelors,0.2471655328798186
426,726,male,0,30-45,bachelors,0.1054945054945055
427,2861,female,1,30-45,bachelors,0.17249417249417248
428,1954,male,0,18-30,bachelors,0.5034642032332564
429,956,male,0,30-45,some,0.16121495327102803
430,1031,male,0,45-60,bachelors,0.22632794457274827
431,141,male,0,18-30,bachelors,0.11715481171548117
432,267,female,0,18-30,professional,0.11328976034858387
433,1728,male,0,30-45,bachelors,0.07142857142857142
434,2442,female,0,18-30,bachelors,0.21800947867298578
435,1754,female,0,18-30,professional,0.11214953271028037
436,379,male,0,18-30,hs,0.11750599520383694
437,2853,male,0,30-45,bachelors,0.10823529411764705
438,3145,male,1,18-30,hs,0.1761904761904762
439,3476,female,0,30-45,professional,0.22985781990521326
440,115,male,0,30-45,professional,0.21238938053097345
441,1638,male,0,30-45,bachelors,0.20137299771167047
442,3846,male,0,30-45,hs,0.16173120728929385
443,582,female,0,30-45,bachelors,0.1724137931034483
444,488,male,0,18-30,masters,0.12669683257918551
445,868,female,0,18-30,bachelors,0.11161731207289294
446,339,female,0,18-30,bachelors,0.16299559471365638
447,1834,male,0,30-45,professional,0.14058956916099774
448,213,male,0,18-30,bachelors,0.10831234256926953
449,1767,male,0,Under 18,hs,0.09176470588235294
450,11,female,0,30-45,hs,0.09615384615384616
451,295,female,0,45-60,professional,0.2071269487750557
452,91,male,0,18-30,hs,0.16666666666666666
453,2939,male,0,30-45,bachelors,0.21016166281755197
454,9,female,0,18-30,bachelors,0.09388646288209607
455,1895,male,0,30-45,bachelors,0.08735632183908046
456,448,male,0,18-30,bachelors,0.1101511879049676
457,1470,female,0,30-45,bachelors,0.13523131672597866
458,2807,female,0,18-30,bachelors,0.16511627906976745
459,1453,female,0,30-45,bachelors,0.0797872340425532
460,2497,male,0,18-30,hs,0.1400560224089636
461,193,female,0,30-45,masters,0.15176715176715178
462,3197,male,0,30-45,bachelors,0.09669811320754718
463,65,male,1,18-30,hs,0.12127659574468085
464,558,male,0,18-30,bachelors,0.10786516853932585
465,3758,male,1,18-30,professional,0.12796208530805686
466,3592,male,0,18-30,bachelors,0.26878612716763006
467,3611,male,0,45-60,masters,0.16923076923076924
468,1688,male,0,30-45,bachelors,0.10138248847926268
469,1050,female,0,18-30,bachelors,0.31447963800904977
470,1427,male,0,18-30,hs,0.07526881720430108
471,137,male,1,18-30,bachelors,0.19623655913978494
472,1114,male,0,18-30,bachelors,0.23776223776223776
473,3648,female,1,18-30,bachelors,0.6658878504672897
474,2470,male,0,18-30,hs,0.1275626423690205
475,2419,male,0,18-30,professional,0.20224719101123595
476,1911,male,0,18-30,masters,
477,3269,male,0,30-45,bachelors,0.21627906976744185
478,1335,male,0,Over 60,professional,0.14253897550111358
479,4134,male,0,45-60,masters,0.3215962441314554
480,693,male,0,30-45,masters,0.16876574307304787
481,174,female,0,18-30,hs,0.09409190371991247
482,3514,male,0,18-30,hs,0.6408450704225352
483,149,male,1,30-45,professional,0.1431818181818182
484,2420,female,0,18-30,bachelors,0.13793103448275862
485,185,female,0,18-30,hs,0.13271604938271606
486,1731,male,1,30-45,hs,0.08755760368663594
487,635,female,0,Over 60,professional,0.18689320388349515
488,1083,female,0,45-60,hs,0.16891891891891891
489,282,male,0,45-60,masters,0.2087912087912088
490,782,male,0,30-45,bachelors,0.18403547671840353
491,1771,male,0,Under 18,hs,0.12
492,3885,female,0,18-30,bachelors,0.1345707656612529
493,621,male,0,30-45,professional,0.3811764705882353
494,1410,male,0,18-30,professional,0.25733634311512416
495,534,male,0,18-30,hs,0.16880341880341881
496,854,female,0,45-60,professional,0.2642369020501139
497,2922,female,0,45-60,hs,0.3626943005181347
498,398,male,1,45-60,bachelors,0.21841541755888652
499,656,male,0,18-30,professional,0.12708333333333333
500,100,male,1,18-30,professional,0.16666666666666666
501,1629,male,1,30-45,hs,0.10833333333333334
502,217,male,0,30-45,bachelors,0.11648351648351649
503,403,male,0,18-30,bachelors,0.10327455919395466
504,1507,male,0,18-30,bachelors,0.22916666666666666
505,781,male,0,18-30,hs,0.09071274298056156
506,4267,male,0,30-45,professional,0.18811881188118812
507,721,male,0,18-30,hs,0.10816777041942605
508,165,male,0,45-60,professional,0.08676789587852494
509,1281,male,0,18-30,hs,0.2698961937716263
510,1054,male,0,18-30,masters,0.1797752808988764
511,927,male,0,30-45,professional,0.23370786516853934
512,262,male,0,18-30,hs,0.15119363395225463
513,814,male,0,45-60,masters,0.1514476614699332
514,2377,male,1,30-45,hs,0.10648148148148148
515,3813,female,1,18-30,hs,0.6698113207547169
516,2439,male,0,Under 18,hs,0.1048158640226629
517,602,male,0,30-45,professional,0.10337078651685393
518,3590,male,0,30-45,professional,0.4444444444444444
519,1682,male,0,45-60,hs,0.08372093023255814
520,3449,female,0,18-30,masters,0.06511627906976744
521,1949,female,0,18-30,bachelors,0.1735159817351598
522,1674,male,0,30-45,some,0.15764705882352942
523,2051,male,0,18-30,hs,0.07276995305164319
524,1879,male,0,30-45,bachelors,0.15402843601895735
525,1351,female,0,30-45,hs,0.08878504672897196
526,3489,male,0,18-30,hs,0.07529411764705882
527,1194,male,1,30-45,bachelors,0.2560706401766004
528,3151,male,0,30-45,masters,0.08133971291866028
529,365,female,1,18-30,bachelors,0.15217391304347827
530,3639,male,0,30-45,bachelors,0.11136890951276102
531,2703,male,1,30-45,bachelors,0.07276995305164319
532,2864,male,0,18-30,professional,0.0481651376146789
533,2083,male,0,30-45,bachelors,0.0776255707762557
534,730,male,0,18-30,hs,0.08565310492505353
535,3528,female,0,18-30,hs,0.023255813953488372
536,324,male,0,18-30,hs,0.1774891774891775
537,2217,male,0,18-30,bachelors,0.06164383561643835
538,1500,female,0,18-30,bachelors,0.08045977011494253
539,1315,male,0,18-30,hs,0.17903930131004367
540,128,male,0,30-45,bachelors,0.07608695652173914
541,211,female,0,18-30,masters,0.232409381663113
542,397,male,1,18-30,masters,0.11991434689507495
543,1574,female,0,30-45,bachelors,0.061465721040189124
544,3598,male,0,18-30,masters,0.023809523809523808
545,1784,male,0,18-30,bachelors,0.11162790697674418
546,853,female,0,30-45,hs,0.2950191570881226
547,623,female,0,18-30,doctorate,0.0367816091954023
548,4121,female,1,18-30,hs,0.7241379310344828
549,2385,female,0,18-30,hs,0.12268518518518519
550,777,male,0,18-30,hs,0.12910284463894967
551,1846,female,0,18-30,professional,0.14682539682539683
