,worker_id,gender,english_first_language,age_group,education,ratio
231,1270,male,0,18-30,hs,0.13676148796498905
232,345,male,0,Over 60,professional,0.17116060961313012
233,3525,male,0,30-45,bachelors,0.1206896551724138
234,2522,male,0,30-45,masters,0.21294363256784968
235,362,male,1,30-45,professional,0.06494960806270997
236,3230,female,0,45-60,hs,0.4
237,477,male,0,45-60,masters,0.21844660194174756
238,2943,male,0,Under 18,hs,0.4235294117647059
239,1111,female,0,18-30,bachelors,0.11176470588235295
240,1808,male,0,30-45,professional,0.022988505747126436
241,2894,female,0,45-60,hs,0.7254901960784313
242,1298,male,1,45-60,bachelors,0.274888558692422
243,1092,male,1,30-45,hs,0.2215909090909091
244,1262,male,0,30-45,bachelors,0.10748560460652591
245,533,male,0,18-30,some,0.48717948717948717
246,790,male,0,18-30,bachelors,0.1439232409381663
247,166,male,0,45-60,professional,0.09731876861966236
248,562,male,0,18-30,masters,0.2754098360655738
249,2220,male,0,45-60,masters,0.11312217194570136
250,941,male,0,30-45,professional,0.04487179487179487
251,964,male,0,45-60,hs,0.17825537294563842
252,2693,female,1,45-60,bachelors,0.503731343283582
253,1073,female,0,30-45,hs,0.07586206896551724
254,1662,male,0,30-45,masters,0.03529411764705882
255,922,male,0,30-45,bachelors,0.05689900426742532
256,1350,male,0,30-45,bachelors,0.1079913606911447
257,627,male,0,18-30,hs,0.09069767441860466
258,3728,male,0,45-60,masters,0.12953367875647667
259,1780,female,0,18-30,bachelors,0.09057971014492754
260,1802,male,0,30-45,hs,0.128686327077748
261,1806,male,0,18-30,hs,0.2815884476534296
262,230,female,0,18-30,masters,0.3309941520467836
263,2905,male,1,18-30,masters,0.43529411764705883
264,1973,male,0,30-45,hs,0.03296703296703297
265,1710,female,0,18-30,hs,0.19047619047619047
266,134,male,0,18-30,bachelors,0.03804347826086957
267,2399,male,0,30-45,professional,0.40397350993377484
268,262,male,0,18-30,hs,0.061619718309859156
269,54,female,0,45-60,some,0.0913604766633565
270,934,male,1,Over 60,bachelors,0.2016057091882248
271,139,male,0,30-45,professional,0.1198501872659176
272,4034,male,0,18-30,masters,0.32
273,1025,male,0,18-30,bachelors,0.17276887871853547
274,569,male,0,18-30,bachelors,0.11993097497842968
275,321,male,0,18-30,bachelors,0.14505893019038985
276,652,male,0,18-30,bachelors,0.08925619834710743
277,2452,male,0,45-60,masters,0.22592592592592592
278,127,male,0,30-45,bachelors,0.14563928873835733
279,2063,male,0,30-45,masters,0.05913978494623656
280,1253,male,0,30-45,masters,0.1660377358490566
281,2002,male,0,30-45,professional,0.09748427672955975
282,1657,female,1,30-45,bachelors,0.18579234972677597
283,285,male,1,45-60,masters,0.124282982791587
284,1579,male,0,30-45,bachelors,0.12011173184357542
285,33,male,0,30-45,professional,0.13179723502304147
286,1968,male,1,18-30,hs,0.16231884057971013
287,972,female,0,18-30,bachelors,0.16472868217054262
288,918,male,0,30-45,professional,0.05509641873278237
289,1878,male,0,18-30,hs,0.1320754716981132
290,1040,male,0,18-30,bachelors,0.24452554744525548
291,1037,male,0,45-60,masters,0.07519640852974187
292,2955,male,1,45-60,hs,0.17010309278350516
293,1129,male,0,30-45,bachelors,0.15474919957310565
294,40,male,0,30-45,masters,0.12566560170394037
295,238,male,0,18-30,some,0.1871345029239766
296,1415,male,0,30-45,bachelors,0.23522012578616353
297,550,female,0,30-45,professional,0.2564102564102564
298,928,male,1,18-30,hs,0.12813370473537605
299,1459,male,0,18-30,hs,0.10600706713780919
300,2706,male,0,30-45,bachelors,0.5172413793103449
301,851,female,0,18-30,bachelors,0.15577889447236182
302,1375,male,0,18-30,bachelors,0.27906976744186046
303,1632,female,0,30-45,doctorate,0.011363636363636364
304,2124,male,1,18-30,masters,0.16937354988399073
305,2964,male,0,Under 18,hs,0.2604166666666667
306,1039,male,0,30-45,hs,0.1762652705061082
307,3551,male,0,30-45,doctorate,0.42616033755274263
308,793,female,1,45-60,hs,0.19230769230769232
309,1392,female,1,30-45,bachelors,0.2621776504297994
310,2520,male,0,30-45,hs,0.07407407407407407
311,3786,female,1,18-30,hs,0.35877862595419846
312,1565,male,0,30-45,bachelors,0.21676300578034682
313,2802,male,0,30-45,bachelors,0.2634730538922156
314,1998,female,0,45-60,bachelors,0.3541666666666667
315,1455,male,0,18-30,bachelors,0.16825775656324582
316,2022,male,0,18-30,bachelors,0.06806282722513089
317,1928,male,0,18-30,some,0.14432989690721648
318,1978,female,0,30-45,hs,0.1484375
319,404,male,0,30-45,bachelors,0.08545727136431784
320,868,male,0,30-45,hs,0.1331521739130435
321,3312,male,0,30-45,hs,0.16304347826086957
322,3015,male,0,18-30,bachelors,0.20481927710843373
323,785,male,0,30-45,professional,0.19258373205741627
324,736,male,1,30-45,masters,0.3159144893111639
325,1454,male,0,18-30,bachelors,0.1279373368146214
326,3309,male,0,18-30,masters,0.06097560975609756
327,3681,male,0,18-30,hs,0.2
328,1639,male,0,30-45,hs,0.19390581717451524
329,3344,male,0,18-30,bachelors,
330,2071,male,0,18-30,masters,0.12277227722772277
331,1500,male,0,18-30,hs,0.5652173913043478
332,1185,male,0,45-60,bachelors,0.058823529411764705
333,106,male,0,18-30,bachelors,0.19130434782608696
334,853,male,0,30-45,masters,0.13428943937418514
335,524,female,0,30-45,masters,0.3229018492176387
336,970,male,0,18-30,professional,0.08780487804878048
337,3288,male,1,30-45,professional,0.2222222222222222
338,2447,male,0,18-30,hs,0.39267015706806285
339,352,male,0,30-45,bachelors,0.20774647887323944
340,2594,male,0,18-30,hs,0.07936507936507936
341,3014,male,0,30-45,hs,0.15254237288135594
342,564,male,0,30-45,masters,0.13211600429645542
343,997,female,0,30-45,hs,0.2519280205655527
344,920,male,0,18-30,bachelors,0.23055555555555557
345,1033,female,0,45-60,bachelors,0.1252302025782689
346,633,female,0,30-45,professional,0.2317948717948718
347,513,male,1,45-60,professional,0.3283318623124448
348,924,male,0,18-30,bachelors,0.010810810810810811
349,1643,male,0,18-30,professional,0.027472527472527472
350,899,female,0,30-45,hs,0.14457831325301204
351,229,male,0,30-45,bachelors,0.15771028037383178
352,235,male,1,18-30,professional,0.18544600938967137
353,1128,male,0,30-45,masters,0.16593886462882096
354,1057,male,0,30-45,hs,0.12294182217343579
355,1280,male,0,18-30,professional,0.011741682974559686
356,2580,female,0,30-45,masters,0.3173913043478261
357,608,male,0,18-30,bachelors,0.2892857142857143
358,117,female,0,30-45,bachelors,0.2497560975609756
359,1720,male,0,18-30,hs,0.028368794326241134
360,237,male,0,30-45,hs,0.1799787007454739
361,120,male,0,30-45,bachelors,
362,67,male,0,18-30,hs,0.09865470852017937
363,2097,female,0,30-45,hs,0.16865079365079366
364,2446,male,0,18-30,professional,0.16541353383458646
365,386,male,0,30-45,hs,0.2523128679562658
366,458,male,1,18-30,masters,0.1853720050441362
367,781,male,1,18-30,bachelors,0.1780821917808219
368,104,female,1,30-45,bachelors,0.09166666666666666
369,1120,male,0,45-60,hs,0.12183544303797468
370,1925,female,0,30-45,hs,0.42699724517906334
371,494,male,0,30-45,masters,0.11550632911392406
372,1224,female,0,18-30,hs,0.1649928263988522
373,1900,female,0,30-45,bachelors,0.30434782608695654
374,3443,male,1,30-45,hs,0.12921348314606743
375,3267,male,1,30-45,hs,0.336734693877551
376,3415,female,1,18-30,hs,0.3269230769230769
377,3249,male,0,45-60,professional,0.13218390804597702
378,429,male,0,30-45,masters,0.1712871287128713
379,570,male,0,18-30,professional,0.03218390804597701
380,1363,male,1,18-30,bachelors,0.1751412429378531
381,116,male,0,30-45,bachelors,0.08071367884451996
382,946,male,0,18-30,bachelors,0.11864406779661017
383,2467,female,0,30-45,bachelors,0.09887005649717515
384,69,male,0,30-45,hs,0.1254295532646048
385,86,female,0,45-60,some,0.06133333333333333
386,1168,male,0,18-30,hs,0.39204545454545453
387,82,female,0,18-30,bachelors,0.3402985074626866
388,2465,male,1,45-60,hs,0.11224489795918367
389,87,female,1,45-60,hs,0.058823529411764705
390,1001,male,1,30-45,bachelors,0.09142053445850915
391,1845,male,0,18-30,bachelors,0.030726256983240222
392,537,male,0,45-60,bachelors,0.3861607142857143
393,1828,male,1,18-30,masters,0.1182170542635659
394,1624,male,1,30-45,bachelors,0.14096185737976782
395,1273,male,0,18-30,some,0.06741573033707865
396,1611,male,0,18-30,hs,0.03482587064676617
397,1594,male,0,Under 18,hs,0.05
398,1016,male,0,18-30,professional,0.09270704573547589
399,981,male,0,30-45,bachelors,0.13895781637717122
400,3903,male,0,18-30,masters,0.125
401,3834,female,1,Under 18,some,0.4444444444444444
402,148,male,0,30-45,hs,0.13704071499503476
403,713,male,0,30-45,hs,0.1760104302477184
404,3439,female,0,45-60,bachelors,0.2716049382716049
405,132,male,0,Over 60,bachelors,0.20159151193633953
406,2292,male,0,45-60,masters,0.6530612244897959
407,443,male,0,45-60,bachelors,0.14
408,531,female,0,30-45,hs,0.21597633136094674
409,609,male,0,18-30,professional,0.15144418423106948
410,575,male,0,30-45,professional,0.29064039408866993
411,226,male,1,30-45,bachelors,0.13175675675675674
412,1276,female,0,30-45,professional,0.1388101983002833
413,740,female,0,30-45,professional,0.2613412228796844
414,1221,male,0,30-45,bachelors,0.019801980198019802
415,37,male,0,18-30,masters,0.13748854262144822
416,1456,male,0,30-45,bachelors,0.14183381088825214
417,232,female,0,45-60,bachelors,0.14010695187165775
418,295,male,1,18-30,bachelors,0.2575558475689882
419,523,male,0,18-30,hs,0.20695102685624012
420,895,male,1,30-45,bachelors,0.36283185840707965
421,440,female,0,30-45,bachelors,0.21624472573839662
422,2052,male,0,18-30,hs,0.20833333333333334
423,3771,male,0,30-45,masters,0.3274336283185841
424,98,male,0,18-30,hs,0.1585144927536232
425,293,male,0,45-60,hs,0.0985576923076923
426,1211,female,0,30-45,bachelors,0.1657754010695187
427,59,male,1,30-45,masters,0.1393998063891578
428,455,male,0,30-45,bachelors,0.20253164556962025
429,3190,female,0,45-60,doctorate,0.2127659574468085
430,1836,female,1,30-45,hs,0.13259668508287292
431,3695,female,0,45-60,bachelors,0.2647058823529412
432,3356,male,0,45-60,professional,0.5111111111111111
433,3612,female,0,18-30,bachelors,0.17894736842105263
434,1817,female,0,30-45,some,0.16260162601626016
435,1207,male,0,18-30,bachelors,0.12254901960784313
436,451,female,0,18-30,bachelors,0.09492089925062448
437,850,male,0,30-45,hs,0.0736
438,277,male,0,30-45,masters,0.17357512953367876
439,219,male,1,,bachelors,0.09601873536299765
440,1205,male,0,18-30,bachelors,0.022727272727272728
441,2132,female,0,30-45,masters,0.21204819277108433
442,2963,male,0,18-30,bachelors,0.10204081632653061
443,3206,male,0,18-30,masters,0.17708333333333334
444,1249,male,0,30-45,masters,0.058823529411764705
445,316,female,0,30-45,masters,0.2718676122931442
446,761,male,0,30-45,hs,0.2893401015228426
447,1680,male,0,30-45,bachelors,0.17806267806267806
448,747,female,0,18-30,hs,0.1950207468879668
449,356,male,0,30-45,hs,0.5466531440162272
450,312,male,0,30-45,masters,0.13346228239845262
451,60,male,0,30-45,bachelors,0.14068441064638784
452,1787,female,0,18-30,bachelors,0.0797872340425532
453,1376,male,0,18-30,professional,0.4120819848975189
454,1147,male,0,18-30,bachelors,0.043795620437956206
455,2854,female,0,30-45,masters,0.10204081632653061
456,161,female,0,45-60,masters,0.28635346756152125
457,1305,male,0,30-45,bachelors,0.3603238866396761
458,1654,male,0,45-60,masters,0.45145631067961167
459,414,female,0,18-30,bachelors,0.575682382133995
460,2168,female,0,30-45,bachelors,0.28153153153153154
461,584,male,0,45-60,bachelors,0.6
462,4,male,0,30-45,hs,0.13276231263383298
463,544,male,0,30-45,hs,0.1470160116448326
464,1282,male,0,30-45,professional,0.21951219512195122
465,2855,female,0,30-45,masters,0.10526315789473684
466,1175,male,0,18-30,hs,0.23897058823529413
467,3107,female,1,18-30,bachelors,0.06735751295336788
468,2592,female,1,30-45,bachelors,0.11627906976744186
469,1516,male,1,30-45,bachelors,0.2222222222222222
470,3283,male,0,,professional,0.042105263157894736
471,951,male,0,45-60,bachelors,0.08241758241758242
472,411,male,0,30-45,doctorate,0.3134978229317852
473,892,male,0,,hs,0.046703296703296704
474,1600,male,0,45-60,bachelors,0.19520174482006544
475,1307,male,0,30-45,hs,0.4005167958656331
476,1204,male,0,30-45,bachelors,0.20909090909090908
477,939,female,0,45-60,masters,0.23809523809523808
478,228,male,0,18-30,professional,0.1702355460385439
479,1799,female,0,18-30,masters,0.16120218579234974
480,1815,male,0,30-45,bachelors,0.21955128205128205
481,16,male,0,30-45,masters,0.01662049861495845
482,2307,male,0,18-30,hs,0.030726256983240222
483,1587,male,0,30-45,bachelors,0.075
484,3198,male,0,30-45,bachelors,0.18518518518518517
485,2110,female,0,45-60,hs,0.4444444444444444
486,503,female,0,18-30,bachelors,0.5020408163265306
487,1372,male,0,30-45,bachelors,0.14136904761904762
488,595,female,1,18-30,professional,0.12469437652811736
489,271,female,1,30-45,bachelors,0.24173318129988597
490,3805,male,0,Over 60,bachelors,0.5925925925925926
491,2047,male,1,30-45,masters,0.11214953271028037
492,2642,female,1,30-45,bachelors,0.13253012048192772
493,392,male,0,30-45,hs,0.07926829268292683
494,852,male,0,30-45,masters,0.10964467005076142
495,809,female,0,30-45,bachelors,0.3380281690140845
496,265,male,0,30-45,professional,0.17446808510638298
497,542,male,0,45-60,hs,0.12476722532588454
498,3531,female,0,30-45,bachelors,0.3884297520661157
499,871,female,0,18-30,masters,0.06973848069738481
500,2999,female,0,45-60,hs,0.03468208092485549
501,855,female,0,18-30,masters,0.12291666666666666
502,1765,male,0,30-45,masters,0.03571428571428571
503,953,female,0,45-60,masters,0.2914691943127962
504,1417,female,0,30-45,bachelors,0.268018018018018
505,2571,female,1,30-45,hs,0.15818181818181817
506,1684,male,1,18-30,bachelors,0.16379310344827586
507,2654,female,0,45-60,masters,0.0845771144278607
508,1803,female,0,45-60,hs,0.18226600985221675
509,1736,female,0,18-30,masters,0.14285714285714285
510,1438,male,0,30-45,bachelors,0.28620689655172415
511,2012,female,0,18-30,masters,0.07011070110701106
512,2336,male,0,30-45,bachelors,0.3162878787878788
513,1348,male,1,18-30,bachelors,0.22208883553421369
514,678,female,0,30-45,bachelors,0.25
515,2441,male,0,18-30,hs,0.09326424870466321
516,579,male,0,30-45,masters,0.280225988700565
517,2221,female,0,30-45,masters,0.10989010989010989
518,58,female,0,30-45,bachelors,0.18181818181818182
519,1287,male,0,30-45,masters,0.1636060100166945
520,332,female,0,18-30,bachelors,0.22948073701842547
521,1843,male,0,30-45,professional,0.20717131474103587
522,3222,female,0,45-60,hs,0.3691931540342298
523,3070,male,0,18-30,professional,0.05649717514124294
524,176,male,0,18-30,hs,0.13213213213213212
525,1009,male,0,30-45,masters,0.3832528180354267
526,2471,female,0,45-60,masters,0.288
527,291,male,0,45-60,hs,0.3047304730473047
528,961,male,1,30-45,hs,0.07462686567164178
529,921,male,0,18-30,bachelors,0.213406292749658
530,2996,male,0,Under 18,bachelors,0.05102040816326531
531,3328,female,0,30-45,bachelors,0.22784810126582278
532,462,male,0,18-30,professional,0.06852248394004283
533,225,male,1,18-30,hs,0.048556430446194225
534,303,male,0,30-45,some,0.11535125758889853
535,1670,male,1,30-45,bachelors,0.2508361204013378
536,856,male,0,30-45,bachelors,0.3663003663003663
537,1936,male,0,18-30,professional,0.15296367112810708
538,2527,female,0,30-45,bachelors,0.13005780346820808
539,1170,female,0,30-45,bachelors,0.011976047904191617
540,1824,female,0,30-45,some,0.23501577287066247
541,2515,male,0,18-30,hs,0.29596412556053814
542,141,male,0,30-45,hs,0.29821717990275526
543,3355,male,0,30-45,hs,0.32710280373831774
544,3660,male,0,30-45,bachelors,0.39361702127659576
545,101,female,0,30-45,hs,0.34324659231722426
546,409,male,0,18-30,bachelors,0.3076923076923077
547,1903,female,1,Over 60,professional,0.2689393939393939
548,987,male,1,30-45,bachelors,0.23311546840958605
549,1901,male,0,30-45,professional,0.19284802043422733
550,3022,female,0,18-30,professional,0.1134020618556701
551,2333,male,0,30-45,hs,0.284037558685446
552,1788,male,1,30-45,hs,0.022988505747126436
553,1518,female,0,18-30,professional,0.23094688221709006
554,363,male,0,30-45,hs,0.21232123212321233
555,2962,male,0,45-60,professional,0.12807881773399016
